consumer_name;consumer_nb_review_writed;stars;title_review;content_review;date_experience;company;category;review;preprocess_review;sentiment;sentiment_nb;sentiment_confidence
Audrey;1;5.0;Excellente école .Tout le monde est très à l'écoute ,l'équipe pédagogique est très réactive,les cours sont clairs et précis.;Excellente école;;efm-fonctionpublique.fr;education_training;Excellente école;excellente école;1;0;1.0
Morgane;1;5.0;Super;Super ! Les professeurs sont toujours à notre écoute !;;efm-fonctionpublique.fr;education_training;Super ! Les professeurs sont toujours à notre écoute !;super ! professeurs écoute !;1;0;1.0
krystal;1;5.0;Encadrement éducatif très présent et…;Encadrement éducatif très présent et professionnelle.;;efm-fonctionpublique.fr;education_training;Encadrement éducatif très présent et professionnelle.;encadrement éducatif très présent professionnelle;1;0;1.0
Marc;2;4.0;Super nice;Super nice for me;;efm-fonctionpublique.fr;education_training;Super nice for me;super nice for;1;0;1.0
Rauhiti;1;5.0;Bilan;Je trouve que le service pédagogique est très présent, qu’il accompagne beaucoup les élèves. Et surtout, il est disponible à n’importe quel moment de la journée. Aussi, au niveau des corrections de devoirs, très satisfaite de la rapidité et de l’efficacité des professeurs.;;efm-fonctionpublique.fr;education_training;Je trouve que le service pédagogique est très présent, qu’il accompagne beaucoup les élèves. Et surtout, il est disponible à n’importe quel moment de la journée. Aussi, au niveau des corrections de devoirs, très satisfaite de la rapidité et de l’efficacité des professeurs.;trouve service pédagogique très présent accompagne beaucoup élèves disponible moment journée niveau corrections devoirs très satisfaite rapidité efficacité professeurs;1;0;0.88
Maude;1;5.0;Les cours sont complèts et les…;Les cours sont complèts et les professeurs présents.;;efm-fonctionpublique.fr;education_training;Les cours sont complèts et les professeurs présents.;cours complèts professeurs présents;1;0;1.0
Sarah;1;5.0;École très consciencieuse de ses…;École très consciencieuse de ses élèves. Ils sont à l’écoute de leurs élèves et très pédagogue.;;efm-fonctionpublique.fr;education_training;École très consciencieuse de ses élèves. Ils sont à l’écoute de leurs élèves et très pédagogue.;école très consciencieuse élèves écoute élèves très pédagogue;1;0;1.0
Clément;1;5.0;Excellente école à distance;Excellente école à distance. Personnels disponibles et toujours de bonne humeur. Le système d'apprentissage en ligne est pratique et ludique. Les devoirs sont corrigés très rapidement avec, toujours, la possibilité d'en discuté par la suite avec les professeurs. Possibilité d'avoir des devoirs supplémentaires.;;efm-fonctionpublique.fr;education_training;Excellente école à distance. Personnels disponibles et toujours de bonne humeur. Le système d'apprentissage en ligne est pratique et ludique. Les devoirs sont corrigés très rapidement avec, toujours, la possibilité d'en discuté par la suite avec les professeurs. Possibilité d'avoir des devoirs supplémentaires.;excellente école distance personnels disponibles bonne humeur système apprentissage ligne pratique ludique devoirs corrigés très rapidement possibilité discuté suite professeurs possibilité devoirs supplémentaires;1;0;0.896
Mégane;2;5.0;Mégane Marquès BTS gestion de la PME;J'ai commencé depuis novembre une formation gestion de la PME, les services répondent très vite quand on leur envoie un mail. J'ai déjà appris beaucoup de choses;;studi.fr;education_training;J'ai commencé depuis novembre une formation gestion de la PME, les services répondent très vite quand on leur envoie un mail. J'ai déjà appris beaucoup de choses;commencé novembre formation gestion pme service répondent très vite envoie mail déjà appris beaucoup choses;1;0;1.0
Severine Basleyy;1;5.0;Des cours clairs;Des cours clairs, complets et un suivi pédagogique.De quoi effectuer une formation diplômante de haut niveau;;studi.fr;education_training;Des cours clairs, complets et un suivi pédagogique.De quoi effectuer une formation diplômante de haut niveau;cours clairs complets suivi pédagogique effectuer formation diplômante haut niveau;1;0;1.0
Manon Bell;1;5.0;Je recommande cette école;Je recommande cette école, Je l’ai découverte par hasard et j’en suis pas déçue, cette école est à l’écoute, et elle est présente à la moindre difficulté;;studi.fr;education_training;Je recommande cette école, Je l’ai découverte par hasard et j’en suis pas déçue, cette école est à l’écoute, et elle est présente à la moindre difficulté;recommande école découverte hasard déçue école écoute présente moindre difficulté;1;0;0.808
Romain Guitton;1;5.0;En formation MBA DIGITAL RH;En formation MBA DIGITAL RH, la formation est très complète avec des cas pratiques, des lives et une réelle réactivité dans les réponses apportées à nos réponses. De plus, nous communiquons régulièrement avec les autres apprenants et c'est vraiment super dans une formation à distance 👍👍👍;;studi.fr;education_training;En formation MBA DIGITAL RH, la formation est très complète avec des cas pratiques, des lives et une réelle réactivité dans les réponses apportées à nos réponses. De plus, nous communiquons régulièrement avec les autres apprenants et c'est vraiment super dans une formation à distance 👍👍👍;formation mba digital rh formation très complète cas pratiques live réelle réactivité réponses apportées réponses communiquons régulièrement apprenants vraiment super formation distance 👍👍👍;1;0;1.0
David;1;4.0;Une bonne école qui s’adapte !;Cette école vous permet d’étudier à distance et vous donne la possibilité d’adapter vos cours à votre planning ce qui a permet une évolution de carrière possible même en travaillant déjà ou une éventuelle reconversion professionnelle.;;studi.fr;education_training;Cette école vous permet d’étudier à distance et vous donne la possibilité d’adapter vos cours à votre planning ce qui a permet une évolution de carrière possible même en travaillant déjà ou une éventuelle reconversion professionnelle.;école étudier distance donne possibilité adapter cours plan évolution carrière travaillant déjà éventuelle reconversion professionnelle;1;0;1.0
diaz;1;5.0;des cours très clairs avec des exemples…;des cours très clairs avec des exemples concrets;11 février 2021;lesgeeksdeschiffres.com;education_training;des cours très clairs avec des exemples concrets;cours très clairs exemples concrets;1;0;1.0
Potel Raphael;1;4.0;UE 11 Contrôle de gestion;Contenu complet et synthétique;;lesgeeksdeschiffres.com;education_training;Contenu complet et synthétique;contenu complet synthétique;1;0;1.0
Maxime;1;5.0;Au top;Les supports sont excellents.L'énergie, le ton et la pédagogie sont également au rendez-vous.;;lesgeeksdeschiffres.com;education_training;Les supports sont excellents.L'énergie, le ton et la pédagogie sont également au rendez-vous.;support excellents énergie pédagogie également rendez-vous;1;0;1.0
claude LACOUR;2;5.0;service rapide et parfait;service rapide et parfaitmerci;;openwork.co;education_training;service rapide et parfaitmerci;service rapide parfaitmerci;1;0;1.0
Gauthier;4;5.0;Moment très enrichissant par le contenu…;Moment très enrichissant par le contenu et le format. A consommer sans modération!;;openwork.co;education_training;Moment très enrichissant par le contenu et le format. A consommer sans modération!;moment très enrichissant contenu format consommer modération !;1;0;1.0
Alain Benitah;1;5.0;Excellente réactivité et…;Excellente réactivité et professionnalisme malgré le WE.Merci;;openwork.co;education_training;Excellente réactivité et professionnalisme malgré le WE.Merci;excellente réactivité professionnalisme malgré we;1;0;1.0
Laure DUMAS;2;5.0;Parfait;Pratique, ergonomique, personnalisable, j’adore !En plus, le créateur répond tres rapidement à toutes nos interrogations. Rien à redire;;teetsh.com;education_training;Pratique, ergonomique, personnalisable, j’adore !En plus, le créateur répond tres rapidement à toutes nos interrogations. Rien à redire;pratique ergonomique personnalisable adore ! créateur répond rapidement interrogations rien redire;1;0;1.0
Sandrine cmt;2;5.0;Cours complets;Cours complets, pro dans une ambiance sympathique .;27 février 2021;coursdepatisserie.fr;education_training;Cours complets, pro dans une ambiance sympathique .;cours complets pro ambiance sympathique;1;0;1.0
JOUT Nora;1;5.0;Excellent;Excellente formation;;frenchfutureacademy.com;education_training;Excellente formation;excellente formation;1;0;1.0
Loic Coud-cher;2;5.0;Merci Tony;la qualité du contenu et sa diversité, la disponibilité de Tony en font un des meilleurs investissement de mon année 2020!;27 février 2021;tony-jazz.com;education_training;la qualité du contenu et sa diversité, la disponibilité de Tony en font un des meilleurs investissement de mon année 2020!;qualité contenu diversité disponibilité tony meilleurs investissement année 2020 !;1;0;1.0
Dominique FIGARO;1;5.0;RÉACTIVITÉ;RÉACTIVITÉ ABORDABLE;;tony-jazz.com;education_training;RÉACTIVITÉ ABORDABLE;réactivité abordable;1;0;1.0
Eric Adrien Bailly;3;5.0;Les meilleures sur WordPress!!;Si vous voulez faire un blog, une boutique web ou un site perso.C'est Avec WPChef qu'il faut le faire, parce que c'est les meilleures.En plus finançable avec le CPF.pas d'hésitation....Eric Adrien Bailly;4 mars 2021;wpchef.fr;education_training;Si vous voulez faire un blog, une boutique web ou un site perso.C'est Avec WPChef qu'il faut le faire, parce que c'est les meilleures.En plus finançable avec le CPF.pas d'hésitation....Eric Adrien Bailly;voulez faire blog boutique web site perso wpchef faut faire meilleures finançable cpf hésitation eric adrien bailly;1;0;1.0
Amaury Guy;2;5.0;Excellente Formation;Excellente Formation, financée, qui est allée au delà de mes attentes.;2 mars 2021;wpchef.fr;education_training;Excellente Formation, financée, qui est allée au delà de mes attentes.;excellente formation financée allée attentes;1;0;1.0
Chinami;1;5.0;I love this book.;This book is amazing! Good material and useful in class.;;www.teachingenglishgames.com;education_training;This book is amazing! Good material and useful in class.;this book be amaze ! good material and useful in class;1;0;1.0
Nathalie Moore;1;5.0;Very good games;Very good games, easy to download. My pupils were happy to have new games. Great job;;www.teachingenglishgames.com;education_training;Very good games, easy to download. My pupils were happy to have new games. Great job;very good game easy to download my pupils be happy to have new game great job;1;0;1.0
Anna Padrés;1;5.0;ESL classroom activities for teens & adults (book);Lots of games and ideas, very detailed and with variations. Also with a quick guide sorting them out in a practical way: listening, reading, speaking... I haven't implemented the ativities yet but they seem funny.;;www.teachingenglishgames.com;education_training;Lots of games and ideas, very detailed and with variations. Also with a quick guide sorting them out in a practical way: listening, reading, speaking... I haven't implemented the ativities yet but they seem funny.;lot of game and ideas very detail and with variations also with quick guide sort them out in practical way : listen read speak haven implement the ativities yet but they seem funny;1;0;1.0
Amadou Gueye;1;5.0;Helpful;Helpful. My students enjoy the games.;;www.teachingenglishgames.com;education_training;Helpful. My students enjoy the games.;helpful my students enjoy the game;1;0;1.0
Sabina D.;9;5.0;Excellent!;Great ideas and very useful resources for teaching English. Love it!;;www.teachingenglishgames.com;education_training;Great ideas and very useful resources for teaching English. Love it!;great ideas and very useful resources for teach english love it !;1;0;1.0
Mrs Tannith Gerber;4;5.0;the activities are really amazing;the activities are really amazing. the stories are good but some of the pictures need work. all round - love them;;www.teachingenglishgames.com;education_training;the activities are really amazing. the stories are good but some of the pictures need work. all round - love them;the activities be really amaze the stories be good but some of the picture need work all round - love them;1;0;1.0
Mercedes Teacher;1;5.0;Easy and quick to read.;Easy and quick to read.Lots of activities worth working with in the classroom.I definitely recommend it!;;www.teachingenglishgames.com;education_training;Easy and quick to read.Lots of activities worth working with in the classroom.I definitely recommend it!;easy and quick to read lot of activities worth work with in the classroom definitely recommend it !;1;0;1.0
RACHEL ABDELKEREEM;2;5.0;A great book from a great author:);I appreciate the time and effort she put in the book and all the helpful tips she shares. The book is great and if you don't have it, I recommend you do! Cheers to Shelley!;;www.teachingenglishgames.com;education_training;I appreciate the time and effort she put in the book and all the helpful tips she shares. The book is great and if you don't have it, I recommend you do! Cheers to Shelley!;appreciate the time and effort she put in the book and all the helpful tip she share the book be great and if you don have it recommend you do ! cheer to shelley !;1;0;1.0
Leoni Lauder;2;4.0;Great website and really useful…;Great website and really useful information.;;www.teachingenglishgames.com;education_training;Great website and really useful information.;great website and really useful information;1;0;1.0
Nancy Maria Diamanti;3;5.0;I've used all the great resources!;I've used the stories, colouring pages, songs and games. All my pupils loved them!;;www.teachingenglishgames.com;education_training;I've used the stories, colouring pages, songs and games. All my pupils loved them!;ve use the stories colour page songs and game all my pupils love them !;1;0;1.0
Roberta Thompson;5;5.0;I'm very impressed with the quality of …;I'm very impressed with the quality of all the material offered, & the very personal service that Shelley offers;;www.teachingenglishgames.com;education_training;I'm very impressed with the quality of all the material offered, & the very personal service that Shelley offers;very impress with the quality of all the material offer & the very personal service that shelley offer;1;0;1.0
JessiD;5;4.0;Good resources and customer service;Good resources and customer service. Mrs Vernon is always available by email. I appreciated being able to ask questions first before buying my resources.;;www.teachingenglishgames.com;education_training;Good resources and customer service. Mrs Vernon is always available by email. I appreciated being able to ask questions first before buying my resources.;good resources and customer service mrs vernon be always available by email appreciate be able to ask question first before buy my resources;1;0;1.0
Marina Bouianovskaia;1;4.0;The early stories have a weired end;The early stories have a weired end, so sometimes kids remain waiting for something to happen.;;www.teachingenglishgames.com;education_training;The early stories have a weired end, so sometimes kids remain waiting for something to happen.;the early stories have weired end so sometimes kid remain wait for something to happen;1;0;1.0
Nicola Eaton;1;5.0;I love all your ideas and games and I …;I love all your ideas and games and I particularly loved the skits and plays. I would definitely recommend these resources to anyone who is teaching English as a second language to children.;;www.teachingenglishgames.com;education_training;I love all your ideas and games and I particularly loved the skits and plays. I would definitely recommend these resources to anyone who is teaching English as a second language to children.;love all your ideas and game and particularly love the skits and play would definitely recommend these resources to anyone who be teach english second language to children;1;0;1.0
Hannah;1;5.0;A LIGHT IN THE DARK;"I have ordered multiple times and recommended friends. A valuable resource for anyone. Very trustworthy; any complaints and concerns have been dealt with thoroughly and swiftly. Shelley is like a guru for all of your teaching needs. More than a seller she is there to answer questions, but can obviously help more effectively if you invest in one of her (fantastic) resources!";;www.teachingenglishgames.com;education_training;"I have ordered multiple times and recommended friends. A valuable resource for anyone. Very trustworthy; any complaints and concerns have been dealt with thoroughly and swiftly. Shelley is like a guru for all of your teaching needs. More than a seller she is there to answer questions, but can obviously help more effectively if you invest in one of her (fantastic) resources!";"have order multiple time and recommend friends valuable resource for anyone very trustworthy ; any complaints and concern have be deal with thoroughly and swiftly shelley be like guru for all of your teach need more than seller she be there to answer question but can obviously help more effectively if you invest in one of her ( fantastic ) resources !";1;0;1.0
Faythe;2;5.0;The kids love the games and ask for …;The kids love the games and ask for more.;;www.teachingenglishgames.com;education_training;The kids love the games and ask for more.;the kid love the game and ask for more;1;0;1.0
Susan;1;4.0;The ebook has many good ideas;The ebook has many good ideas. The file I received is not always easy to consult.;;www.teachingenglishgames.com;education_training;The ebook has many good ideas. The file I received is not always easy to consult.;the ebook have many good ideas the file receive be not always easy to consult;1;0;1.0
Deborah Baldwin Deborah Cramer;2;5.0;I was impressed by the communication …;I was impressed by the communication from the seller;;www.teachingenglishgames.com;education_training;I was impressed by the communication from the seller;be impress by the communication from the seller;1;0;1.0
Louise;2;5.0;Great tips and ideas;Great tips and ideas, good resources too!;;www.teachingenglishgames.com;education_training;Great tips and ideas, good resources too!;great tip and ideas good resources too !;1;0;1.0
Pavla Hájková;1;5.0;I´ve been teaching English for babies …;I´ve been teaching English for babies and kids for almost a year and I´ve gone through many many resources. I am so glad I can find plenty of games in this books. There are games for speaking kids as well as you can choose some for not-yet-speaking toddlers.;;www.teachingenglishgames.com;education_training;I´ve been teaching English for babies and kids for almost a year and I´ve gone through many many resources. I am so glad I can find plenty of games in this books. There are games for speaking kids as well as you can choose some for not-yet-speaking toddlers.;i´ve be teach english for baby and kid for almost year and i´ve go through many many resources be so glad can find plenty of game in this book there be game for speak kid well you can choose some for not-yet-speaking toddlers;1;0;1.0
David Peters;1;5.0;Just opened an ELL school in Morocco …;Just opened an ELL school in Morocco and needed some supplies, T.E.G. had what we needed!;;www.teachingenglishgames.com;education_training;Just opened an ELL school in Morocco and needed some supplies, T.E.G. had what we needed!;just open an ell school in morocco and need some supply e g have what we need !;1;0;1.0
Vicki Oliver;1;5.0;Great games to help to English;Great games to help to English. I've used a number of them and was able to adapt them to various size groups and add more vocabulary if I had many students. I've really enjoyed using the games.;;www.teachingenglishgames.com;education_training;Great games to help to English. I've used a number of them and was able to adapt them to various size groups and add more vocabulary if I had many students. I've really enjoyed using the games.;great game to help to english ve use number of them and be able to adapt them to various size group and add more vocabulary if have many students ve really enjoy use the game;1;0;1.0
Sarah Dowling;4;5.0;Great online support and resources;Great online support and resources. Thanks Shirley.;;www.teachingenglishgames.com;education_training;Great online support and resources. Thanks Shirley.;great online support and resources thank shirley;1;0;1.0
Maria Marin Mazin;1;5.0;It has been such a helpful material …;It has been such a helpful material over the years. Many thanks;;www.teachingenglishgames.com;education_training;It has been such a helpful material over the years. Many thanks;it have be such helpful material over the years many thank;1;0;1.0
Sylvie;1;5.0;Formation courte et très accessible qui…;Formation courte et très accessible qui donne plein d'idées d'animation en musique.;;decoincesducrayon.com;education_training;Formation courte et très accessible qui donne plein d'idées d'animation en musique.;formation courte très accessible donne plein idées animation musique;1;0;1.0
Christelle DUCOS;1;5.0;Expérience enrichissante;Expérience enrichissante, ludique et applicable.;;decoincesducrayon.com;education_training;Expérience enrichissante, ludique et applicable.;expérience enrichissante ludique applicable;1;0;1.0
françoise D-L;1;4.0;C'est sympa;C'est sympa, ça ouvre des horizons inconnus !;;decoincesducrayon.com;education_training;C'est sympa, ça ouvre des horizons inconnus !;sympa ouvre horizons inconnus !;1;0;1.0
Eva;1;5.0;Formation très enrichissante et…;Formation très enrichissante et compréhensible pour tous !;;www.hygieacademie.com;education_training;Formation très enrichissante et compréhensible pour tous !;formation très enrichissante compréhensible !;1;0;1.0
Michael;1;5.0;excellente entrée en matière;Contenu de formation de qualité, couverture large des sujets data science, accompagnement personnalisé, réactivité des équipes.;;datascientest.com;education_training;Contenu de formation de qualité, couverture large des sujets data science, accompagnement personnalisé, réactivité des équipes.;contenu formation qualité couverture large sujets data science accompagnement personnalisé réactivité équipes;1;0;1.0
Faiga;1;5.0;Enseignement de qualité avec une…;Enseignement de qualité avec une pédagogie innovante et adaptée.;;datascientest.com;education_training;Enseignement de qualité avec une pédagogie innovante et adaptée.;enseignement qualité pédagogie innovante adaptée;1;0;1.0
Djeyna B.;1;5.0;Un véritable soutien depuis des années;Depuis plusieurs années vos modèle me permettent d'ajuster mon dossier de candidature.;26 février 2021;www.creeruncv.com;education_training;Depuis plusieurs années vos modèle me permettent d'ajuster mon dossier de candidature.;années modèle permettent ajuster dossier candidature;1;0;1.0
Alexis Point;4;5.0;Exemple de CV nickel !;Les exemples de CV gratuit sont nickel, rien à redire.;24 février 2021;www.creeruncv.com;education_training;Les exemples de CV gratuit sont nickel, rien à redire.;exemples cv gratuit nickel rien redire;1;0;1.0
nadine;1;5.0;EXCELLENT;EXCELLENT! TOP TOP;22 février 2021;www.creeruncv.com;education_training;EXCELLENT! TOP TOP;excellent ! top top;2;0;1.0
Thomas;1;5.0;Excellent;Excellent, merci !;21 février 2021;www.creeruncv.com;education_training;Excellent, merci !;excellent !;2;0;0.867
Mimose Iachini;1;5.0;très bien;Beaucoup de modèles différents. Il y en a pour tous les goûts!;18 février 2021;www.creeruncv.com;education_training;Beaucoup de modèles différents. Il y en a pour tous les goûts!;beaucoup modèles goûts !;1;0;1.0
delph;1;4.0;avis;beaucoup de choix;13 février 2021;www.creeruncv.com;education_training;beaucoup de choix;beaucoup choix;1;0;1.0
Philippe FAU;1;5.0;parfait;parfait, merci;;www.creeruncv.com;education_training;parfait, merci;parfait;2;0;1.0
Inaya Peters;1;5.0;bien;bien bien bien;;www.creeruncv.com;education_training;bien bien bien;bien bien bien;2;0;1.0
XAVIER;8;4.0;créeruncv.com;"nombreux choix; personnalisable";;www.creeruncv.com;education_training;"nombreux choix; personnalisable";"choix ; personnalisable";1;0;1.0
sarah bouffart;1;5.0;Nombreux choix de CV gratuit en ligne;Nombreux choix de CV gratuit en ligne, site incontournable !;;www.creeruncv.com;education_training;Nombreux choix de CV gratuit en ligne, site incontournable !;choix cv gratuit ligne site incontournable !;1;0;1.0
Lucky Man;1;5.0;..u djdjsvdbd;... Jdusndbevj dbdjjdb;;www.creeruncv.com;education_training;... Jdusndbevj dbdjjdb;jdusndbevj dbdjjdb;1;0;1.0
Florian Moreno;1;5.0;très grand choix;très grand choix ! super !;;www.creeruncv.com;education_training;très grand choix ! super !;très grand choix ! super !;1;0;1.0
Andréas MUTSON;1;5.0;Rien à dire si ce n'est que c'est super…;Rien à dire si ce n'est que c'est super et de plus c'est gratuit.;;www.creeruncv.com;education_training;Rien à dire si ce n'est que c'est super et de plus c'est gratuit.;rien super gratuit;1;0;1.0
Severine Gaget;1;3.0;reconvertion après 15 ans besoin de…;reconvertion après 15 ans besoin de conseil;;www.creeruncv.com;education_training;reconvertion après 15 ans besoin de conseil;reconvertion 15 ans besoin conseil;1;0;1.0
FABRE;1;5.0;bien;TRES PRATIQUE;;www.creeruncv.com;education_training;TRES PRATIQUE;pratique;1;0;1.0
Chris;1;4.0;Site très utile;Modèles très variés et modernes;;www.creeruncv.com;education_training;Modèles très variés et modernes;modèles très variés modernes;1;0;1.0
client;2;5.0;++++++;+++++++++++++++++++++++++++++++++++++++++;;www.creeruncv.com;education_training;+++++++++++++++++++++++++++++++++++++++++;+++++++++++++++++++++++++++++++++++++++++;1;0;1.0
M. GINO Patrice;3;4.0;Large choix de CV;Large choix de CV , pour toutes compétences .;;www.creeruncv.com;education_training;Large choix de CV , pour toutes compétences .;large choix cv compétences;1;0;1.0
Félicia Mandier;1;5.0;6456;45896324647+41+;;www.creeruncv.com;education_training;45896324647+41+;45896324647+41+;1;0;1.0
Floo;1;5.0;PARFAIT;PARFAIT, merci;;www.creeruncv.com;education_training;PARFAIT, merci;parfait;2;0;1.0
Tristan Lecanu;1;4.0;bien;biensite simpathique;;www.creeruncv.com;education_training;biensite simpathique;biensite simpathique;1;0;1.0
Agnaou;1;4.0;excllent site;excllent siteon trouve vite ce qu on recherche;;www.creeruncv.com;education_training;excllent siteon trouve vite ce qu on recherche;excllent siteon trouve vite recherche;1;0;1.0
orange;1;5.0;varié;varié, coloré;;www.creeruncv.com;education_training;varié, coloré;varié coloré;1;0;1.0
Kevin Braun;1;5.0;pas mal l'animal;10 caracteres;;www.creeruncv.com;education_training;10 caracteres;10 caracteres;1;0;1.0
Sébastien Content;1;4.0;bien;bien, très utile. Merci.;;www.creeruncv.com;education_training;bien, très utile. Merci.;bien très utile;2;0;0.861
Helena Chapuis;1;5.0;Partage;C'est super de mettre à disposition gratuitement des CV;;www.creeruncv.com;education_training;C'est super de mettre à disposition gratuitement des CV;super mettre disposition gratuitement cv;1;0;1.0
Dimitri N;1;5.0;superbes cv's à télécharger ! bravo !;super cv à télécharger;;www.creeruncv.com;education_training;super cv à télécharger;super cv télécharger;1;0;1.0
LECLERCQ;2;5.0;Des modèles adaptés à chaque profil et…;Des modèles adaptés à chaque profil et très esthétiques.Merci;;www.creeruncv.com;education_training;Des modèles adaptés à chaque profil et très esthétiques.Merci;modèles adaptés profil très esthétiques;1;0;1.0
Céline C;1;5.0;TOPISSIME;TOPISSIMEhyper facilebeaucoup de choix;;www.creeruncv.com;education_training;TOPISSIMEhyper facilebeaucoup de choix;topissimehyper facilebeaucoup choix;1;0;1.0
Mireille Corriger;3;4.0;Super;Super pratique et rapide;;www.creeruncv.com;education_training;Super pratique et rapide;super pratique rapide;1;0;1.0
christophe Bruna;1;5.0;Formation Marketing Digital vraiment au top, j'ai pu accroitre mon activité, surtout dans ces temps difficiles;Formation Marketing Digital vr;;livementor.com;education_training;Formation Marketing Digital vr;formation market digital vr;1;0;1.0
Olivier Portron;1;5.0;Intégrez la communauté des élèves Live Mentor !!;Live Mentor, c'est de la matière théorique et pratique de qualité pour les entrepreneurs. La méthode est complète, intéractive et adaptée à votre situation.Les résultats sont probants.Intégrez la communauté Live Mentor !!👍🤝;;livementor.com;education_training;Live Mentor, c'est de la matière théorique et pratique de qualité pour les entrepreneurs. La méthode est complète, intéractive et adaptée à votre situation.Les résultats sont probants.Intégrez la communauté Live Mentor !!👍🤝;live mentor matière théorique pratique qualité entrepreneurs méthode complète intéractive adaptée situation résultats probants intégrez communauté live mentor ! ! 👍🤝;1;0;1.0
Rudi Haryono Haryono;1;5.0;Superprof is a very useful platform for…;Superprof is a very useful platform for teachers and learners. It helps us to develop the learning process in interaction with learners. Five stars, I recommend Superprof for teachers and learners. Thanks.;;superprof.co.id;education_training;Superprof is a very useful platform for teachers and learners. It helps us to develop the learning process in interaction with learners. Five stars, I recommend Superprof for teachers and learners. Thanks.;superprof be very useful platform for teachers and learners it help us to develop the learn process in interaction with learners five star recommend superprof for teachers and learners thank;1;0;1.0
Olive Nasution;1;5.0;Superprof sangat membantu;Superprof sangat membantu sekali utk kami yang ingin mencari guru les;;superprof.co.id;education_training;Superprof sangat membantu sekali utk kami yang ingin mencari guru les;superprof sangat membantu sekali utk kami yang ingin mencari guru;1;0;1.0
Pepzkii;1;5.0;Good;Bagus, ga susah2 lagi cari guru les yang kompeten..;;superprof.co.id;education_training;Bagus, ga susah2 lagi cari guru les yang kompeten..;bagus ga susah2 lagi cari guru yang kompeten;1;0;1.0
Fajar Karunia Purwati;1;5.0;Really good to find a teacher that…;Really good to find a teacher that suite you.;;superprof.co.id;education_training;Really good to find a teacher that suite you.;really good to find teacher that suite you;1;0;1.0
Pstar;1;4.0;InMyOpinion;This app is so helpful, thank you.for future app, maybe add teacher name for query search would be help.;;superprof.co.id;education_training;This app is so helpful, thank you.for future app, maybe add teacher name for query search would be help.;this app be so helpful thank you for future app maybe add teacher name for query search would be help;1;0;1.0
Dori Januhari;1;3.0;jumlah murid;saya sudah menaruh profil saya selama 2 tahun di superprof tapi respon hanya sedikit. baru 3 murid yang menghubungi saya,itupun hanya 1 yang berhasil minta tutorial dari saya. untuk kedepannya semoga superprof lebih bisa mempromosikan guru guru sehingga lebih banyak dapat murid. trims;;superprof.co.id;education_training;saya sudah menaruh profil saya selama 2 tahun di superprof tapi respon hanya sedikit. baru 3 murid yang menghubungi saya,itupun hanya 1 yang berhasil minta tutorial dari saya. untuk kedepannya semoga superprof lebih bisa mempromosikan guru guru sehingga lebih banyak dapat murid. trims;saya sudah menaruh profil saya selama 2 tahun di superprof tapi respon hanya sedikit baru 3 murid yang menghubungi saya itupun hanya 1 yang berhasil minta tutorial dari saya untuk kedepannya semoga superprof lebih bisa mempromosikan guru guru sehingga lebih banyak dapat murid trim;1;0;1.0
Rivandi Tampubolon;1;5.0;Superprof give me chance to have side…;Superprof give me chance to have side job. I usually teach on campus. But now everything easier. I can teach anywhere. Thank you Superprof.;;superprof.co.id;education_training;Superprof give me chance to have side job. I usually teach on campus. But now everything easier. I can teach anywhere. Thank you Superprof.;superprof give chance to have side job usually teach campus but now everything easy can teach anywhere thank you superprof;1;0;0.952
Qurrota A'yun Thoyyibah;1;5.0;web yang menarik;web yang bagus, untuk mempertemukan pelajar dan pengajar;;superprof.co.id;education_training;web yang bagus, untuk mempertemukan pelajar dan pengajar;web yang bagus untuk mempertemukan pelajar dan pengajar;1;0;1.0
Quin Saharjo;1;5.0;Belajar di masa pandemik;Belajar di masa pandemik, menjadi mudah dijangkau dengan adanya layanan SuperProf. Terima kasih Super Prof;;superprof.co.id;education_training;Belajar di masa pandemik, menjadi mudah dijangkau dengan adanya layanan SuperProf. Terima kasih Super Prof;belajar di masa pandemik menjadi mudah dijangkau dengan adanya layanan superprof terima kasih super prof;1;0;1.0
