;name;link;stars;review_count;category;type;location;logo;url;phone;stars_average;mail;name_clean
789;Sogexia;sogexia.com;4.4;4236.0;Argent & assurance;LocalBusiness;68, Mühlenweg Luxembourg L-2155 LU;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5755f4a30000ff00058f14e1/198x149.png;https://www.sogexia.com;+33 (0) 0 9 75 18 40 52;4.4;support@sogexia.com;sogexia
790;Roomlala;www.roomlala.com;4.4;2942.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5074047f00006400051cf533/198x149.png;https://fr-fr.roomlala.com/;Inconnu;4.4;https://roomlala.zendesk.com/hc/fr;roomlala
791;HEYME;heyme.care;4.4;894.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dd6e1a93767b500010127d0/198x149.png;http://heyme.care;09 71 09 07 07;4.5;Inconnu;heyme
792;Coinhouse;coinhouse.com;4.4;466.0;Argent & assurance;LocalBusiness;14 avenue de l’opéra Paris 75001 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/59675cf80000ff0005a69386/198x149.png;https://www.coinhouse.com;+331 53 00 92 60;4.4;support@coinhouse.com;coinhouse
793;Yomoni;yomoni.fr;4.4;359.0;Argent & assurance;LocalBusiness;19, Rue Réaumur Paris 75003 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5680f44b0000ff000587058d/198x149.png;http://yomoni.fr;01 75 85 97 47;4.5;hello@yomoni.fr;yomoni
794;WeShareBonds;www.wesharebonds.com;4.4;123.0;Argent & assurance;LocalBusiness;53 quai d'Orsay Paris 75007 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/58e277070000ff00059fc316/198x149.png;http://www.wesharebonds.com;33975188550;4.4;serviceclient@wesharebonds.com;wesharebonds
795;Cryptodeliv;cryptodeliv.com;4.4;67.0;Argent & assurance;LocalBusiness;18 rue Trtonchet Lyon 69006 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5db99cc8e7af100001d00a3b/198x149.png;http://cryptodeliv.com;Inconnu;4.4;contact@cryptodeliv.com;cryptodeliv
796;Kard;kard.eu;4.4;59.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5d1489ad588afe000124126c/198x149.png;http://kard.eu;Inconnu;4.4;Inconnu;kard
797;Self-Med;www.self-med.fr;4.4;56.0;Argent & assurance;LocalBusiness;17 avenue Niel Paris 75017 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5afc32ed3177760001f40e55/198x149.png;http://www.self-med.fr;09 81 98 70 90;4.4;contact@self-med.fr;selfmed
798;Lawie's;lawies.com;4.4;56.0;Argent & assurance;LocalBusiness;42 rue de Lübeck Paris 75116 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/52b03bb9000064000577a3b9/198x149.png;http://lawies.com;147042540;4.4;info@lawies.com;lawies
799;Rechargeok;rechargeok.com;4.4;37.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5da19748468f5e00015dc21a/198x149.png;http://rechargeok.com;Inconnu;4.6;support@rechargeok.com;rechargeok
800;LivinFrance;livin-france.com;4.4;32.0;Argent & assurance;LocalBusiness;Boulevard Vauban 85 Lille 59800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5c17a3d3da8434000155c79e/198x149.png;http://livin-france.com;Inconnu;4.4;Inconnu;livinfrance
801;Plusse;www.plusse.co;4.4;24.0;Argent & assurance;LocalBusiness;58 rue Victor Hugo 69002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d1080843ed30200018128f3/198x149.png;http://www.plusse.co;666246460;4.4;contact@plusse.co;plusse
802;Spendesk;spendesk.com;4.4;18.0;Argent & assurance;LocalBusiness;51 Rue de Londres Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5a1bccec0000ff0005b1a48a/198x149.png;https://www.spendesk.com/en/lp/spend/?utm_medium=review_sites&utm_campaign=listing_default&utm_source=trustpilot;Inconnu;4.4;hello@spendesk.com;spendesk
803;Analyse-Trading.com;analyse-trading.com;4.4;17.0;Argent & assurance;LocalBusiness;WeWork Tel Aviv 6107075 IL;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e9d5515bcad3f0001f415c0/198x149.png;http://analyse-trading.com;33186650218;4.4;greg@analyse-trading.com;analysetradingcom
804;Affinitaux;www.affinitaux.fr;4.4;15.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c26901aba775e0001b91cab/198x149.png;http://www.affinitaux.fr;Inconnu;4.4;Inconnu;affinitaux
805;Réduire mes impôts © ;réduire-mes-impôts.com;4.4;13.0;Argent & assurance;LocalBusiness;6 place Sadi Carnot (IRM PBI) Marseille 13002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f1d9eaf570685000181e79b/198x149.png;https://www.réduire-mes-impôts.com;09 83 02 56 57;4.4;contact@réduire-mes-impôts.com;reduire mes impots c 
806;AG CONSEIL RENNES;agconseil-35.fr;4.4;13.0;Argent & assurance;LocalBusiness;FR;Inconnu;http://www.agconseil-35.fr;Inconnu;4.4;Inconnu;ag conseil rennes
807;TD CONSEILS;tdconseils.fr;4.4;12.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d43f8058694d9000156b4a2/198x149.png;http://tdconseils.fr;Inconnu;4.4;Inconnu;td conseils
808;Simpleo;simpleo.fr;4.4;12.0;Argent & assurance;LocalBusiness;110 rue de PATAY Paris 75013 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f91494e89023f000199dd8a/198x149.png;https://simpleo.fr;01 84 60 10 05;4.5; contact@simpleo.fr;simpleo
809;Go Insider Capital;goinsidercapital.com;4.4;12.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fa945b866fe4600011d8297/198x149.png;https://www.goinsidercapital.com;Inconnu;4.5;contact@goinsidercapital.com;go insider capital
810;Les Studios de Paris;studiosparis.fr;4.4;12.0;Argent & assurance;LocalBusiness;4 rue Androuet Paris 75018 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f3682ab30d88b0001e2b070/198x149.png;https://studiosparis.fr;+33 1 42 59 43 05;4.4;contact@studiosparis.fr;les studios de paris
811;Cedricberthelon;cedricberthelon.fr;4.4;12.0;Argent & assurance;LocalBusiness;4, rue Édouard vaillant Puteaux 92800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d6f8bae8582fc0001a171ae/198x149.png;http://cedricberthelon.fr;695115449;4.4;Hello@cedricberthelon.fr;cedricberthelon
812;Revenupatrimoine;revenupatrimoine.com;4.4;12.0;Argent & assurance;LocalBusiness;1350 avenue Albert Einstein Bat 10 le Millénaire Montpellier 34000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e843070d304470001f34f3e/198x149.png;https://revenupatrimoine.com;674561697;4.4;benoitforestier@revenupatrimoine.com;revenupatrimoine
813;11Graphs;11graphs.com;4.4;11.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f08348567e4950001995fa8/198x149.png;http://11graphs.com;Inconnu;4.4;support@11graphs.com;11graphs
814;Plusq1taux Landes Pays Basque;plusq1taux.com;4.4;11.0;Argent & assurance;LocalBusiness;9 Allée Mouesca Anglet 64600 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fad46d60daf790001018dbb/198x149.png;https://www.facebook.com/plusq1taux.pays.basque;662843457;4.4;candaux@plusq1taux.com;plusq1taux landes pays basque
815;Mon Auto assure;mon-auto-assure.com;4.4;11.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/569e62280000ff000587d0c2/198x149.png;http://mon-auto-assure.com;Inconnu;4.4;Inconnu;mon auto assure
816;Wiisdom;wiisdom.com;4.4;11.0;Argent & assurance;LocalBusiness;Paris FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d1df4261a0b910001bc0aec/198x149.png;http://wiisdom.com;Inconnu;4.4;contact@wiisdom.com;wiisdom
817;Leafin;leafin.fr;4.4;11.0;Argent & assurance;LocalBusiness;1 Rue de Londres Elancourt 78990 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e3d30d4a7626c0001ca2fb2/198x149.png;http://leafin.fr;645378108;4.4;jalele@leafin.fr;leafin
818;Raizers;www.raizers.com;4.4;11.0;Argent & assurance;LocalBusiness;130 rue de courcelles Paris 75017 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b0bc851664231000152cf2d/198x149.png;http://www.raizers.com;183622121;4.4;contact@raizers.com;raizers
819;Zénith Assurances;zenith-assurances.fr;4.4;10.0;Argent & assurance;LocalBusiness;24 rue du Château des Rentiers Paris 75013 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/560d07230000ff000583e919/198x149.png;https://www.zenith-assurances.fr;Inconnu;4.4;assurance.zenith@gmail.com;zenith assurances
820;hemea Club Pro;hemea.org;4.4;10.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f22ce54b95e7300011f0ccd/198x149.png;https://www.hemea.com/fr/pro;Inconnu;4.4;clubpro@hemea.com;hemea club pro
821;b-cube.ai;b-cube.ai;4.4;10.0;Argent & assurance;LocalBusiness;3 Rue Joliot Curie Gif-sur-Yvette 91190 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/603d486607033f0001d08327/198x149.png;http://b-cube.ai;Inconnu;4.4;contact@b-cube.ai;bcubeai
822;Leetchi.com - la cagnotte en ligne;leetchi.com;4.3;32130.0;Argent & assurance;LocalBusiness;Paris 75009 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4fd8df21000064000516790d/198x149.png;http://www.leetchi.com;Inconnu;4.3;serviceclient@leetchi.com;leetchicom  la cagnotte en ligne
823;iGraal;igraal.com;4.3;11888.0;Argent & assurance;LocalBusiness;50 rue de la victoire Paris 75009 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/53296c2a0000640005786a72/198x149.png;https://igraal.com;Inconnu;4.3;service-client@igraal.com;igraal
824;Achat Or et Argent;achat-or-et-argent.fr;4.3;1933.0;Argent & assurance;LocalBusiness;26 rue Vivienne Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/50ae102f00006400051ec6c1/198x149.png;https://www.achat-or-et-argent.fr;800119119;4.3;contact@achat-or-et-argent.fr;achat or et argent
825;Obvy;obvy-app.com;4.3;1207.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5cc81e73052af100019ad2ec/198x149.png;https://www.obvy-app.com;524078037;4.3;hello@obvy-app.com;obvy
826;SAMASSUR;samassur.com;4.3;1012.0;Argent & assurance;LocalBusiness;RUE FRÉDÉRIC JOLIOT ZA LES MILLES AIX EN PROVENCE 13200 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b72e0e881aef30001fb8482/198x149.png;http://samassur.com;04.86.689.789;4.3;contact@samassur.com;samassur
827;maXance;maxance.com;4.3;957.0;Argent & assurance;LocalBusiness;6 rue Gracchus Babeuf Noisy-le-Sec 93130 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b0d62ce03ad270001a45c28/198x149.png;https://www.maxance.com/;149153300;4.3;maxance@maxance.com;maxance
828;Nexity;nexity.fr;4.3;513.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/56bdfcca0000ff000588d673/198x149.png;http://nexity.fr;Inconnu;4.4;Inconnu;nexity
829;Lodgis;www.lodgis.com;4.3;503.0;Argent & assurance;LocalBusiness;51 Boulevard de Courcelles Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4be26da000006400050838b9/198x149.png;http://www.lodgis.com/;33170391111;4.3;Inconnu;lodgis
830;AG Conseil;ag-conseil.fr;4.3;314.0;Argent & assurance;LocalBusiness;7, Allée Roland Garros Chevilly Larue 94550 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5450fd0b00006400057b37fd/198x149.png;http://ag-conseil.fr/;01.75.43.08.99;4.3;Inconnu;ag conseil
831;Compare-Crédit;compare-credit.fr;4.3;216.0;Argent & assurance;LocalBusiness;58 rue de Lisbonne Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5ea035344188b10001afb2be/198x149.png;https://compare-credit.fr;Inconnu;4.3;contact@compare-credit.fr;comparecredit
832;Marton;www.marton.fr;4.3;99.0;Argent & assurance;LocalBusiness;40 rue du Colisée Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5a7c12a9c44df80001391ece/198x149.png;https://www.marton.fr/;184888889;4.3;contact@marton.fr;marton
833;Finexkap;finexkap.com;4.3;63.0;Argent & assurance;LocalBusiness;9/13 rue de Charenton Paris 75012 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/568b84210000ff0005873570/198x149.png;http://finexkap.com;184178537;4.3;info@finexkap.com;finexkap
834;Super Parrain;www.super-parrain.com;4.3;16.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5c4f7d367cd2fb00013e503b/198x149.png;http://www.super-parrain.com;Inconnu;4.3;Inconnu;super parrain
835;kozoo.eu;kozoo.eu;4.3;14.0;Argent & assurance;LocalBusiness;96 Boulevard Emile Delmas La Rochelle 17000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f2d2e1bccc1ea0001abfa90/198x149.png;http://kozoo.eu;Inconnu;4.3;hello@kozoo.eu;kozooeu
836;BEPROTEKT.BIKE, l'assurance parfaite pour les vélos ;beprotekt.bike;4.3;11.0;Argent & assurance;LocalBusiness;La Grande Arche - Parvis de la Défense PUTEAUX 92800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/600016ccc37c02000100edd0/198x149.png;https://beprotekt.bike/;+33 (1) 85 73 31 15;4.3;contact@assur-connect.com;beprotektbike lassurance parfaite pour les velos 
837;Dwellingimmobilier;dwellingimmobilier.com;4.3;9.0;Argent & assurance;LocalBusiness;LA ROCHELLE 17000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ccdcc29fc0d3c00018e3e6e/198x149.png;http://dwellingimmobilier.com;610104361;4.3;claire.jaffres@dwellingimmobilier.com;dwellingimmobilier
838;Eoliance conseil;eolianceconseil.com;4.3;9.0;Argent & assurance;LocalBusiness;111 Avenue Victor Hugo Paris 75016 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e60b66998c643000170d9ba/198x149.png;https://www.eolianceconseil.com;642781493;4.3;contact@eolianceconseil.com;eoliance conseil
839;Financiere Investissement;financiere-investissement.fr;4.3;9.0;Argent & assurance;LocalBusiness;Avenue de la Tramontane Zone Athélia 4 Le Forum A bâtiment A La Ciotat 13600 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f47ab489d66bd00010be956/198x149.png;https://financiere-investissement.fr;04 42 01 30 76;4.3;contact@financiere-investissement;financiere investissement
840;Diagnostic Expertise;www.diagnostic-expertise.com;4.3;9.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4bed380e00006400050b7aa0/198x149.png;http://www.diagnostic-expertise.com;Inconnu;4.3;Inconnu;diagnostic expertise
841;Les Agences de Papa;lesagencesdepapa.fr;4.3;9.0;Argent & assurance;LocalBusiness;25, Avenue Jean-Médecin Nice 06000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5faa8db27a7526000132b33d/198x149.png;http://lesagencesdepapa.fr;09 80 08 32 32;4.1;contact@lesagencesdepapa.fr;les agences de papa
842;Hyperassur;www.hyperassur.com;4.3;9.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4e2d834200006400051057d1/198x149.png;http://www.hyperassur.com;Inconnu;4.3;Inconnu;hyperassur
843;Quasiaqui;quasiaqui.fr;4.3;9.0;Argent & assurance;LocalBusiness;20-28 place Saint Marc Rouen 76000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/58e1f3620000ff00059fbae4/198x149.png;https://www.quasiaqui.fr;02 78 77 08 88;4.3;contact@quasiaqui.fr;quasiaqui
844;Tauro;tauro.fr;4.3;8.0;Argent & assurance;LocalBusiness;223 boulevard de la source - villa A BIOT 06410 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f450b3aaa673c0001ff572b/198x149.png;http://tauro.fr;983230243;4.3;contact@tauro.fr;tauro
845;Smart Invest Immo;smartinvestimmo.com;4.3;8.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f17f48f8f7fdb000151831d/198x149.png;http://smartinvestimmo.com;Inconnu;4.3;Inconnu;smart invest immo
846;AGEST PATRIMOINE;agest-patrimoine.fr;4.3;8.0;Argent & assurance;LocalBusiness;4 Rempart Saint Thiébault Metz 57000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/595511690000ff0005a59c5c/198x149.png;http://agest-patrimoine.fr;03 87 32 01 50 / 06 85 38 81 18;4.3;gregory.alix@agest-patrimoine.fr;agest patrimoine
847;Debonconseil;debonconseil.fr;4.3;7.0;Argent & assurance;LocalBusiness;8, rue des vertus BOURGES 18000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ddf6636255020000193ce49/198x149.png;http://debonconseil.fr;02 18 81 03 00;4.3;agence@debonconseil.fr;debonconseil
848;David Devila Immobilier;daviddevila.com;4.3;7.0;Argent & assurance;LocalBusiness;9 allée de Tourny Bordeaux 33000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fce0602aaccf50001858413/198x149.png;http://daviddevila.com;766658378;4.3;info@daviddevila.com;david devila immobilier
849;Imeasy;imeasy.fr;4.3;7.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e3ae2b92d1bbd000166b2fb/198x149.png;http://imeasy.fr;Inconnu;4.3;contact@imeasy.fr;imeasy
850;Thanos Crypto;thanoscrypto.com;4.3;7.0;Argent & assurance;LocalBusiness;10-12 Boulevard Marius Vivier Merle Lyon Cedex 3 69393 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dbade9fd66f97000184e91d/198x149.png;http://thanoscrypto.com;Inconnu;4.3;contact@thanoscrypto.com;thanos crypto
851;Comptalib;comptalib.com;4.3;7.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f588a2011ac3b000192b253/198x149.png;http://comptalib.com;Inconnu;4.3;Inconnu;comptalib
852;Locservice;locservice.fr;4.2;10342.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4c3bccf800006400050d64eb/198x149.png;http://www.locservice.fr;Inconnu;4.2;contact@locservice.fr;locservice
853;SFAM;www.sfam.eu;4.2;8132.0;Argent & assurance;LocalBusiness;1 rue camille claudel Romans sur isère 26100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b4f0995446a9e000177f156/198x149.png;https://sfam.eu/fr-fr/;427433333;4.2;solution@sfam.eu;sfam
854;RefundMyTicket;refundmyticket.net;4.2;1730.0;Argent & assurance;LocalBusiness;19, rue Honoré d'Estienne d'Orves Pantin 93500 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/57c5ed500000ff0005941b82/198x149.png;https://www.refundmyticket.net;Inconnu;4.2;Inconnu;refundmyticket
855;AcommeAssure.com;acommeassure.com;4.2;1533.0;Argent & assurance;LocalBusiness;Rue Jean Fourastié Le Relecq-Kerhuon 29480 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4ea91b840000640005116048/198x149.png;https://acommeassure.com;230060060;4.2;contact@acommeassure.com;acommeassurecom
856;Assurprox;www.assurprox.com;4.2;482.0;Argent & assurance;LocalBusiness;Inconnu;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4e25679000006400051043d1/198x149.png;http://www.assurprox.com;Inconnu;4.3;Inconnu;assurprox
857;LeLynx.fr ;www.lelynx.fr;4.2;327.0;Argent & assurance;LocalBusiness;34 Quai de la Loire Paris 75019 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4e2d765b00006400051057aa/198x149.png;https://www.lelynx.fr/;185098465;4.2;contact@lelynx.fr;lelynxfr 
858;Lovys;lovys.com;4.2;195.0;Argent & assurance;LocalBusiness;38 Rue des Jeuneurs Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e85b726f30887000134fdfd/198x149.png;https://www.lovys.com/;Inconnu;4.2;support@lovys.com;lovys
859;Bolden;bolden.fr;4.2;105.0;Argent & assurance;LocalBusiness;9 rue Christophe Colomb Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/57d034b80000ff0005946c02/198x149.png;https://bolden.fr;180041039;4.2;contact@bolden.fr;bolden
860;Napbots, Performing Bitcoin Bot, Ready to copy;napbots.com;4.2;100.0;Argent & assurance;LocalBusiness;59 Rue Montmartre Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e45665120f31b00019186b9/198x149.png;https://www.napbots.com;333972582221;4.1;support@napbots.com;napbots performing bitcoin bot ready to copy
861;Mieuxplacer.com;www.mieuxplacer.com;4.2;23.0;Argent & assurance;LocalBusiness;9 rue André Darbon Bordeaux 33300 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5a4f969fb894c905d40f97f8/198x149.png;https://www.mieuxplacer.com;186260606;4.2;hello@mieuxplacer.com;mieuxplacercom
862;AVI International Assurance Voyage;www.avi-international.com;4.2;22.0;Argent & assurance;LocalBusiness;Immeuble Colisée Gardens 8-14 avenue de l'Arche, ZAC Danton Courbevoie 92400 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5c8f908a8b1f92000146c992/198x149.png;https://www.avi-international.com;+33 1 44 63 51 00;4.2;contact-fr@avi-international.com;avi international assurance voyage
863;Safari Immobilier;safari-immobilier.com;4.2;9.0;Argent & assurance;LocalBusiness;57 place de la République LYON 69002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5eb137dc8596e200018827d8/198x149.png;http://safari-immobilier.com;33661880039;4.2;c.cailleaux@safari-immobilier.com;safari immobilier
864;ANHOD ASSURANCES;anhod-dommages-ouvrage.fr;4.2;8.0;Argent & assurance;LocalBusiness;52 RUE JULES CLARETIE TOULOUSE 31400 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d6e6b88f44b800001109f4a/198x149.png;http://anhod-dommages-ouvrage.fr;561832913;4.2;contact@anhod.com;anhod assurances
865;L'Education financière - EF;leducationfinanciere.fr;4.2;8.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/60041054c770200001ee500f/198x149.png;https://www.leducationfinanciere.fr;760275492;4.2;contact@leducationfinanciere.fr;leducation financiere  ef
866;Cimm Immobilier Immoplage - Valras Plage;immoplage.cimm-immobilier.fr;4.2;7.0;Argent & assurance;LocalBusiness;16, Avenue des Elysées Valras Plage 34350 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/581991280000ff000596e9c8/198x149.png;http://immoplage.cimm-immobilier.fr;467094803;4.2;immoplage@cimm-immobilier.fr;cimm immobilier immoplage  valras plage
867;Immo Data;immo-data.fr;4.2;7.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/60265f8cb2c4eb00015d249c/198x149.png;http://immo-data.fr;Inconnu;4.2;Inconnu;immo data
868;Investir-et-immobilier.com;investir-et-immobilier.com;4.2;7.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5acf64dd16ad750001fef990/198x149.png;http://investir-et-immobilier.com;Inconnu;4.2;Inconnu;investiretimmobiliercom
869;RSE Immobilier;rse-agence-immobiliere.fr;4.2;6.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ea9620ad7311500016a15fd/198x149.png;http://rse-immobilier.fr;07 68 31 54 63;4.2;mathieu@rse-agence-immobiliere.fr;rse immobilier
870;Alpine Property;alpine-property.com;4.2;6.0;Argent & assurance;LocalBusiness;Haute Savoie 74110 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f0e1591da09c8000157d5ad/198x149.png;https://alpine-property.com;04 50 04 86 07;4.2;contact@alpine-property.com;alpine property
871;Corse Villa Tamarina;www.corse-villa-tamarina.com;4.2;6.0;Argent & assurance;LocalBusiness;Commune de ZONZA, lieudit Cardiccia Sainte Lucie de Porto Vecchio 20144 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5a4e4c9eb894c905d40f7f44/198x149.png;https://www.corse-villa-tamarina.com;+33(0)689476543;4.2;corse.villa-tamarina@laposte.net;corse villa tamarina
872;Reims Patrimoine;reimspatrimoine.com;4.2;6.0;Argent & assurance;LocalBusiness;reims 51100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ec7cd70cd10640001b2cba6/198x149.png;https://reimspatrimoine.com;617052385;4.2;contact@reimspatrimoine.com;reims patrimoine
873;One Puff Bar;one-puff-bar.com;4.2;6.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/60060c5a7a63790001427c9f/198x149.png;http://one-puff-bar.com;Inconnu;4.2;contact@one-puff-bar.com;one puff bar
874;union-trader.com;union-trader.com;4.2;6.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ffcbbc778c2fa000123c834/198x149.png;http://union-trader.com;Inconnu;4.2;info@union-trader.com;uniontradercom
875;618finance;618finance.com;4.2;6.0;Argent & assurance;LocalBusiness;Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fca6b41a7bc150001cfd442/198x149.png;http://618finance.com;Inconnu;4.2;info@618finance.com;618finance
876;Helios.do;helios.do;4.2;6.0;Argent & assurance;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e9a1fa6a14bcb00015fd2d4/198x149.png;https://www.helios.do/;Inconnu;4.3;contact@helios.do;heliosdo
877;France Estimations - Estimation Tableau - Oeuvres d'art;france-estimations.fr;4.1;1198.0;Argent & assurance;LocalBusiness;6 rue de Lisbonne Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e3c07f5c707120001df984f/198x149.png;http://france-estimations.fr;01 88 61 63 75;4.1;estimation@france-estimations.fr;france estimations  estimation tableau  oeuvres dart
