name;link;stars;review_count;category;type;location;logo;url;phone;stars_average;mail
Le Matériel Informatique;materiel-informatique.fr;4.7;1243.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c66f33a0526720001ee33b0/198x149.png;https://materiel-informatique.fr;;4.7;
E-monsite;www.e-monsite.com;4.7;995.0;electronics_technology;LocalBusiness;19 rue Lamartine Amiens 80000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4be5eed70000640005095d2c/198x149.png;https://www.e-monsite.com;08 90 100 129;4.7;support@e-monsite.com
Envoyer SMS Pro;envoyersmspro.com;4.7;774.0;electronics_technology;LocalBusiness;29 rue Van Loo Aix en Provence 13100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/50b3757900006400051eee02/198x149.png;https://www.envoyersmspro.com;0800 94 10 05;4.7;contact@envoyersmspro.com
Repar-smartphone.fr Pièces pour réparation iPhone et smartphones;repar-smartphone.fr;4.7;442.0;electronics_technology;LocalBusiness;31 boulevard Wilson Dole 39100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b8fda72b1dcc80001154e42/198x149.png;http://repar-smartphone.fr;07 66 22 14 48;4.7;contact@repar-smartphone.fr
smartbnb;smartbnb.io;4.7;414.0;electronics_technology;LocalBusiness;US;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/57b45a530000ff00059395d4/198x149.png;https://smartbnb.io;;4.8;hello@smartbnb.io
Piecetelephone;piecetelephone.fr;4.7;295.0;electronics_technology;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/52ebd8d9000064000578204a/198x149.png;http://piecetelephone.fr;09 83 361 643;4.7;
www.game3rb.com;crackyourgames.fr;4.7;274.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5e2a4b4de0281a0001764b31/198x149.png;http://www.game3rb.com;;4.7;
Ecig-Shop;www.ecig-shop.fr;4.7;251.0;electronics_technology;LocalBusiness;27, rue Raymond Losserand Paris 75014 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/50f82733000064000520ece0/198x149.png;http://www.ecig-shop.fr;173703568;4.7;contact@ecig-shop.fr
InovaPerf;inovaperf.fr;4.7;239.0;electronics_technology;LocalBusiness;14 rue Charles-V Paris 75004 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c7fa79a854ed600010edc47/198x149.png;http://inovaperf.fr;972546363;4.7;contact@inovaperf.fr
Nas Expert;nasexpert.fr;4.7;215.0;electronics_technology;LocalBusiness;64 Avenue Camille Rousset Bron 69500 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/51f7ff9c00006400056cd90d/198x149.png;http://www.nasexpert.fr;482902121;4.6;contact@nasexpert.fr
IZIKA gestion automatique des indemnités kilométriques;izika.com;4.7;186.0;electronics_technology;LocalBusiness;199 rue Hélène Boucher Castelnau Le Lez 34170 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5950be670000ff0005a55a73/198x149.png;https://izika.com;06 23 44 49 21;4.7;contact@izika.com
Sky ;skybot.fr;4.7;180.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dfaad1c9f74b300013b2914/198x149.png;http://skybot.fr;;4.7;
SuperSaaS France;supersaas.fr;4.7;135.0;electronics_technology;LocalBusiness;Lille FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/512120ab0000640005227d7a/198x149.png;http://www.supersaas.fr;;4.7;contact@supersaas.fr
Selli;selli.fr;4.7;126.0;electronics_technology;LocalBusiness;18 rue Tronchet Lyon 69006 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5d48344f7e6c460001702608/198x149.png;https://selli.fr;766608486;4.7;support@selli.fr
Ehua store;www.ehuastore.fr;4.7;126.0;electronics_technology;LocalBusiness;118 Boulevard Voltaire Paris 75011 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c3393ab469fc90001822d52/198x149.png;http://www.ehuastore.fr;143551082;4.7;
Telecom Supplier;www.telecomsupplier.fr;4.7;123.0;electronics_technology;LocalBusiness;Bijsterhuizen 1158 Nijmegen 6546 AS NL;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ae04f18cad76b0001e1a3ff/198x149.png;https://www.telecomsupplier.fr;0031 887463 488;4.7;sales@telecomsupplier.com
chipnmodz.fr;chipnmodz.fr;4.7;119.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f3ac432a99d490001ef637a/198x149.png;https://chipnmodz.fr;;4.7;contact@chipnmodz.fr
Downkeys.com;www.downkeys.com;4.7;107.0;electronics_technology;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/58bc2c440000ff00059dda28/198x149.png;http://www.downkeys.com;09 70 44 98 44;4.7;contact@downkeys.com
Wizzar Heberg;wizzarheberg.com;4.7;104.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d4925d97e6c460001702a26/198x149.png;https://wizzarheberg.com/;;4.7;loic@wizzarheberg.com
Vedayshop;vedayshop.fr;4.7;91.0;electronics_technology;LocalBusiness;61 rue théodore Bac Limoges 87100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/59004d830000ff0005a13b7b/198x149.png;https://www.vedayshop.fr/;781685339;4.7;vedayshop@netcourrier.com
SLEAV;www.sleav.fr;4.7;67.0;electronics_technology;LocalBusiness;Toulon FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b8eed0d12cb620001fd3ceb/198x149.png;https://www.sleav.fr;767866398;4.7;hello@sleav.fr
Ecomail;www.ecomail.fr;4.7;65.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5bb48f28e579350001740b46/198x149.png;https://www.ecomail.fr;;4.7;equipe@ecomail.earth
Xylen Prod;www.xylenprod.fr;4.7;44.0;electronics_technology;LocalBusiness;Place de la République 4 Voiron 38500 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b48aebb8442cd0001293e73/198x149.png;http://www.xylenprod.fr;972220519;4.7;contact@xylenprod.fr
Sovahost;sovahost.net;4.7;42.0;electronics_technology;LocalBusiness;chania 73100 GR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/55d369100000ff0005824c02/198x149.png;http://sovahost.net;;4.7;sales@sovahost.net
it-corner.com;it-corner.com;4.7;39.0;electronics_technology;LocalBusiness;Europarc de Pichaury Aix-en-Provence Cedex 3 13856 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ec14070b9951e000118340a/198x149.png;https://www.it-corner.com;09 72 10 24 24;4.7;commercial@it-corner.com
Equip Son-light;equip-son-light.fr;4.7;37.0;electronics_technology;LocalBusiness;587 rue Dardelain Marsannay la côte 21160 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d4d17694e91e800019a8d97/198x149.png;https://equip-son-light.fr;03 80 54 99 21;4.7;equip-son@orange.fr
SEO.fr;seo.fr;4.7;36.0;electronics_technology;LocalBusiness;Avenue de la Cour de France 71 Juvisy-sur-Orge 91260 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5936bfa80000ff0005a3fd84/198x149.png;https://www.seo.fr;169212196;4.7;sylvain@seo.fr
Ordipack;ordipack.fr;4.7;35.0;electronics_technology;LocalBusiness;Route nationale La Palud sur Verdon 04120 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5e8477baba3cfd0001b655f3/198x149.png;http://ordipack.fr;663986864;4.7;frederic.oger@ordipack.fr
PurpleHosting;purplehosting.fr;4.7;35.0;electronics_technology;LocalBusiness;16 QUAI STALINGRAD Boulogne-Billancourt 92100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e6f8564fb50ff00015c707c/198x149.png;http://purplehosting.fr;;4.7;contact@purplehosting.fr
Cyber Planet;cyber-planet.fr;4.7;35.0;electronics_technology;LocalBusiness;27 Rue du 11 Novembre Brebières 62117 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f996acfce6f0b000158ad6d/198x149.png;http://cyber-planet.fr;03 21 55 01 09;4.7;contact@cyber-planet.fr
Algo Trader Online;algo-trader.online;4.7;33.0;electronics_technology;LocalBusiness;37 Boulevard Haussmann Paris 75009 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e79db19193e490001229e12/198x149.png;https://www.algo-trader.online;+33 7 64 23 47 00;4.7;support@algo-trader.online
Elias ;www.walt-web.com;4.7;31.0;electronics_technology;LocalBusiness;5 rue de Rome Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f5f547d1de8b400011c18b3/198x149.png;http://www.elias.studio;+33 6 29 38 36 31;4.7;axel@studioelias.fr
Origame;origame.fr;4.7;28.0;electronics_technology;LocalBusiness;20 rue des olivettes Nantes 44000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5df00adf490bc20001d76de4/198x149.png;http://origame.fr;;4.7;contact@origame.fr
pandor.;pandor-culture.com;4.7;27.0;electronics_technology;LocalBusiness;128 rue de Boétie Paris 75008 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6018321533fc5e0001b2997c/198x149.png;http://www.pandor-culture.com;673635332;4.7;hello@pandor-culture.com
Blueserv;blueserv.fr;4.7;26.0;electronics_technology;LocalBusiness;Rennes FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c328ea94a2d020001d423a7/198x149.png;http://blueserv.fr;;4.7;contact@blueserv.fr
Mobilyos.fr;iphonestore.fr;4.7;26.0;electronics_technology;LocalBusiness;5G rue de Revollon Chanas 38150 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4f9fd199000064000514ea68/198x149.png;https://www.mobilyos.fr;04 69 96 46 46;4.7;boutique@mobilyos.fr
Cable Company;cable-company.fr;4.7;26.0;electronics_technology;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/528dd6460000640005775f98/198x149.png;http://cable-company.fr;;4.7;
HypeProxy.io;hypeproxy.io;4.7;26.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e7fc386d39b0d0001af50de/198x149.png;https://hypeproxy.io;;4.7;
Cimm Immobilier Roussillon 38;roussillon.cimm-immobilier.fr;4.7;25.0;electronics_technology;LocalBusiness;Bougé-Chambalud 38150 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/53e8f95e0000640005796d7c/198x149.png;https://roussillon.cimm.com/;06 82 87 13 76;4.7;antoine.liguori@cimm-immobilier.fr
SIP Numérique;sipnumerique.fr;4.7;25.0;electronics_technology;LocalBusiness;13 Rue Chevreul Maisons Alfort 94700 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d4095e5d21fbe0001b9f65b/198x149.png;http://sipnumerique.fr;983956505;4.7;sipnumerique@gmail.com
PCnumerik;www.pcnumerik.fr;4.7;24.0;electronics_technology;LocalBusiness;Avenue des Bergamotes Montpellier 34070 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5a0abc410000ff0005b0697f/198x149.png;https://www.pcnumerik.fr;411934472;4.7;contact@pcnumerik.fr
Korleon Biz;korleon-biz.com;4.7;23.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5197d3f2000064000534d444/198x149.png;http://korleon-biz.com;;4.7;
LDLC;www.ldlc.com;4.6;164487.0;electronics_technology;LocalBusiness;2 rue des érables Limonest 69 578 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/496b0cde00006400050407d0/198x149.png;https://www.ldlc.com;04 27 46 6000;4.6;suivi@ldlc.com
FlexiLivre;flexilivre.com;4.6;18964.0;electronics_technology;LocalBusiness;PARIS 75013 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4fca02380000640005160145/198x149.png;https://www.flexilivre.com;09 70 44 44 31;4.6;contact@flexilivre.com
Materiel.net;www.materiel.net;4.6;16779.0;electronics_technology;LocalBusiness;3 Rue Olivier de Serres Grandchamp-des-Fontaines 44119 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/46ec63e00000640005017952/198x149.png;http://www.materiel.net/;240929191;4.6;info@materiel.net
batteriedeportable.com;www.batteriedeportable.com;4.6;10371.0;electronics_technology;LocalBusiness;575 avenue de la coueste Aubagne 13400 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4c86621000006400050dd2bd/198x149.png;https://www.batteriedeportable.com;442362330;4.6;info@batteriedeportable.com
ToucheDeClavier.com;www.touchedeclavier.com;4.6;6441.0;electronics_technology;LocalBusiness;5 avenue Lionel Terray - Local A3 MEYZIEU 69330 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5564492f0000ff00057fa965/198x149.png;https://www.touchedeclavier.com;980800221;4.6;https://www.touchedeclavier.com/contactez-nous/contacter.html
Telecommandes Toutes-marques;telecommandes-toutes-marques.com;4.6;4580.0;electronics_technology;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5046336400006400051a8037/198x149.png;http://telecommandes-toutes-marques.com;;4.6;
PlanetHoster;planethoster.com;4.6;3541.0;electronics_technology;LocalBusiness;4416 Louis B. Mayer Laval H7P0G1 CA;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/583b38100000ff000598321f/198x149.png;https://www.planethoster.com;1 855 774-4678;4.6;tech@support.planethoster.info
Cable-hdmi.eu;cable-hdmi.eu;4.6;3359.0;electronics_technology;LocalBusiness;;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/501ee806000064000519282e/198x149.png;http://cable-hdmi.eu;;4.6;
MB Tech;www.mbtech.fr;4.6;1691.0;electronics_technology;LocalBusiness;480, route de la Baronne Saint Jeannet 06640 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e5673dd7170470001dc9742/198x149.png;https://www.mbtech.fr;492120082;4.6;info@mbtech.fr
Trackir;www.trackir.fr;4.6;1604.0;electronics_technology;LocalBusiness;Angers FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/53bc77360000640005790e2b/198x149.png;http://trackir.fr;;4.6;contact@trackir.fr
EuroCave;eurocave.com;4.6;1531.0;electronics_technology;LocalBusiness;24, rue Francis de Pressensé VILLEURBANNE Cedex 69628 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/50780a7300006400051d1c81/198x149.png;https://www.eurocave.com/;04 26 10 18 11 ;4.6;eboutique@eurocave.com
Mondial Cartouche;mondialcartouche.com;4.6;1292.0;electronics_technology;LocalBusiness;42 Bis Avenue Victor Hugo Montdidier 80500 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5d7a3691d22faf0001b7ad66/198x149.png;http://mondialcartouche.com;766595236;4.6;contact@mondialcartouche.com
Getemail;getemail.io;4.6;1168.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5aba4bd9edee4c00012e2e66/198x149.png;http://getemail.io;;4.6;
Digixo;www.digixo.com;4.6;950.0;electronics_technology;LocalBusiness;15 Rue de la banque Paris 75002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/4774479e000064000502095e/198x149.png;http://www.digixo.com;155350840;4.6;
Nuxit;nuxit.com;4.6;943.0;electronics_technology;LocalBusiness;132-134 Avenue du Président Wilson Montreuil Cedex 93512 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/570b9f470000ff00058b5cae/198x149.png;https://www.nuxit.com/?utm_source=referral&utm_medium=link&utm_campaign=Trustpilot;04 86 57 6000;4.7;
e-Recycle;e-recycle.com;4.6;529.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/54ca3ab30000ff00057d1053/198x149.png;https://e-recycle.com;825590195;4.5;support@e-recycle.com
Winsheep;www.winsheep.com;4.6;411.0;electronics_technology;LocalBusiness;Borsigstr. 9 Berlin 10115 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/55dcbe3d0000ff0005829145/198x149.png;http://www.winsheep.com;33977553570;4.6;help@winsheep.com
L'atelier Itech;atelier-itech.com;4.6;390.0;electronics_technology;LocalBusiness;144 Avenue du Général Leclerc BRUNOY 91800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/581c744e0000ff00059706fe/198x149.png;http://atelier-itech.com;169031558;4.6;contact@atelier-itech.com
Mon accessoire mobile.re;www.mon-accessoire-mobile.re;4.6;222.0;electronics_technology;LocalBusiness;Saint Denis cedex Saint Denis 97461 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/53aa5d67000064000578fadc/198x149.png;http://www.mon-accessoire-mobile.re;692118818;4.6;info@mon-accessoire-mobile.re
Nexus;nexus-games.fr;4.6;221.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e4e7ca2d8807e0001b219dc/198x149.png;https://www.nexus-games.com;;4.5;hebergement@nexus-games.fr
Volpy;store.volpy.com;4.6;205.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/602138e7c26b710001dbf9ce/198x149.png;http://store.volpy.com;;4.7;
ToneMove;www.tonemove.com;4.6;153.0;electronics_technology;LocalBusiness;28 rue Duperré Paris 75009 ;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/514c206f00006400052486d9/198x149.png;http://www.tonemove.com;01 77 16 97 36;4.6;contact@tonemove.com
Privadis;privadis.fr;4.6;130.0;electronics_technology;LocalBusiness;Cesson-Sévigné 35510 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5a7ac1963a3965000150e640/198x149.png;http://privadis.fr;;4.6;
Top Hebergement;tophebergement.com;4.6;129.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/586128db0000ff000599b735/198x149.png;http://tophebergement.com;;4.6;
Galanck;galanck.com;4.6;115.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5df20d6a65c68c0001c88137/198x149.png;http://galanck.com;;4.6;
LG France;www.lg.com/fr;4.6;104.0;electronics_technology;LocalBusiness;Paris Nord II, 117 avenue des Nations Roissy CDG Cedex 95942 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f356370d2c75c0001069f0d/198x149.png;http://www.lg.com/fr;;4.7;
S.M.D - Save My Device;savemydevice.fr;4.6;91.0;electronics_technology;LocalBusiness;1470 route de Laudun LAUDUN L'ARDOISE 30290 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5a5cd1938f1a4d0d109eb58e/198x149.png;http://savemydevice.fr;‭04 66 90 72 39‬;4.6;info@savemydevice.fr
ProRealTime;prorealtime.com;4.6;87.0;electronics_technology;LocalBusiness;Avenue Edouard Belin 30 Rueil-Malmaison 92500 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5b18df31346edc000179ce93/198x149.png;https://www.prorealtime.com;+44 (0)20 3868 8510;4.6;contact@prorealtime.com
angellight Services Ltd;angellight.com;4.6;78.0;electronics_technology;LocalBusiness;Poseidonos 1 Egomi 2406 CY;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/58b9e3e50000ff00059dc06e/198x149.png;https://www.angellight.com;(CY) +35 7222 32020 , (GR) +30 211 00 74000;4.6;info@angellight.com
Cuisine du Bien-etre;cuisinedubienetre.fr;4.6;69.0;electronics_technology;LocalBusiness;Zone Inova 3000, allée 5 Capavenir Vosges 88150 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d6f8fdba6a34700013e5b4f/198x149.png;https://www.cuisinedubienetre.fr/;03 29 82 27 71;4.6;contact@cuisinedubienetre.fr
Visunext;www.visunext.fr;4.6;68.0;electronics_technology;LocalBusiness;200 rue de Paris Reichstett 67116 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5c1bb14b55894b00017c891f/198x149.png;http://www.visunext.fr;176361580;4.6;info@visunext.fr
Atolia;atolia.com;4.6;64.0;electronics_technology;LocalBusiness;Avenue du Rhin 15 Strasbourg 67100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5c068735390696000193ae76/198x149.png;http://atolia.com;;4.6;
L'Atelier du Geek;boutique.latelierdugeek.fr;4.6;62.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5c459f3a93a8f90001edbaf1/198x149.png;http://boutique.latelierdugeek.fr;;4.6;
NEW EDGE | Revendeur Apple 92;newedge.fr;4.6;62.0;electronics_technology;LocalBusiness;108 Avenue Jean Baptiste Clement Boulogne-Billancourt 92100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5b1a42edd3737d0001df4fac/198x149.png;http://www.newedge.fr;01 49 09 00 22;4.5;conseilapple@icloud.com
FR Batterie;www.fr-batterie.com;4.6;57.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5bec322ba1c8b50001ab235d/198x149.png;http://www.fr-batterie.com;;4.6;
CEGELEM - LE PORTAGE SALARIAL;cegelem.fr;4.6;56.0;electronics_technology;LocalBusiness;123 rue Victor Hugo Levallois Perret 92300 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d12439090807c00012d0330/198x149.png;https://www.cegelem.fr;181936549;4.6;sales@cegelem.fr
RetroKAI.store;www.retrokai.store;4.6;52.0;electronics_technology;LocalBusiness;31 Rue André Malraux Longwy 54400 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e9b68ebb8013200015f0799/198x149.png;http://www.retrokai.store;;4.6;contact@retrokai.store
Elektor;elektor.fr;4.6;50.0;electronics_technology;LocalBusiness;Oude Rijksweg Noord 64a Susteren 6114 JG NL;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ffc1ff2a3e4210001817e9a/198x149.png;http://elektor.fr;+31 46 4389444;4.5;service@elektor.fr
Rentila;www.rentila.com;4.6;44.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/569fed7e0000ff000587df90/198x149.png;http://www.rentila.com;;4.6;
Sesame PC;sesamepc.com;4.6;42.0;electronics_technology;LocalBusiness;235 Avenue Alsace Lorraine CHAMBERY 73000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ff4d9588d64bc000125e6ff/198x149.png;http://sesamepc.com;413416073;4.6;contact@sesamepc.com
Carbo;hellocarbo.com;4.6;41.0;electronics_technology;LocalBusiness;3 rue charrière Paris 75011 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e4aa353a9595c0001b5803e/198x149.png;https://www.hellocarbo.com;;4.6;team@hellocarbo.com
Host Heberg;host-heberg.com;4.6;39.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d9647a4a110c8000138378b/198x149.png;https://host-heberg.com;;4.6;contact@host-heberg.com
Facilitoo;facilitoo.fr;4.6;28.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/57c1c1680000ff000593fb74/198x149.png;http://www.facilitoo.fr;972681200;4.6;equipe@facilitoo.fr
Thepurecase;thepurecase.com;4.6;27.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshots/5e8d9f4e8806c600013bf68b/198x149.png;http://thepurecase.com;;4.6;info@thepurecase.com
Factomos;factomos.com;4.6;27.0;electronics_technology;LocalBusiness;5, rue de la Terrasse Paris 75017 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/57c3f1710000ff0005940898/198x149.png;http://factomos.com;180059354;4.6;contact@factomos.com
FaxBox;www.faxbox.com;4.6;25.0;electronics_technology;LocalBusiness;IE;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5cf8ee3d3d0cda00014a65ca/198x149.png;http://www.faxbox.com;;4.7;
Helight;helight.com;4.6;24.0;electronics_technology;LocalBusiness;3 cours Charlemagne Lyon 69002 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dc968bf5fcd670001036a6b/198x149.png;http://helight.com;;4.6;
PH3N1X;ph3n1x.glitch.me;4.6;23.0;electronics_technology;LocalBusiness;546 Route de la liberté Dinard 35800 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ea9cfb626e02b0001a06895/198x149.png;https://ph3n1xx.glitch.me/;644638224;4.6;ph3n1x@mailo.com
Hydrosaas;hydrosaas.com;4.6;23.0;electronics_technology;LocalBusiness;79 avenue du docteur arnold netter Paris 75012 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5eebe663e6f347000179e318/198x149.png;http://hydrosaas.com;972510310;4.6;support@hydrosaas.com
Make me Droid;makemedroid.com;4.6;23.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4f586311000064000513790e/198x149.png;http://www.makemedroid.com;;4.6;contact@makemedroid.com
SQUIRREL;www.squirrel.fr;4.6;22.0;electronics_technology;LocalBusiness;BAT C1Bis, allée Alberto Santos Dumont REIMS 51100 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5b97678104acd9000189619c/198x149.png;https://www.squirrel.fr;262312106;4.6;support@squirrel.fr
pushcount.fr;pushcount.fr;4.6;21.0;electronics_technology;LocalBusiness;FR;;https://pushcount.fr;;4.6;contact@pushcount.fr
Sublimeo;sublimeo.com;4.6;21.0;electronics_technology;LocalBusiness;59 Allée Jean Jaurès Toulouse 31000 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/594fb31f0000ff0005a54de5/198x149.png;https://sublimeo.com;;4.6;
ORDIDOC;www.ordidoc.fr;4.6;20.0;electronics_technology;LocalBusiness;2 Rue Emile Planchon Ganges 34190 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5ae18f538286de0001626035/198x149.png;https://www.ordidoc.fr;411934913;4.6;contact@ordidoc.fr
DELEGUETOUT LTD;deleguetout.com;4.6;19.0;electronics_technology;LocalBusiness;71-75 Shelton Street London WC2H 9JQ GB;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5fe1165cb51bed0001cafc58/198x149.png;http://deleguetout.com;+33 7 51 30 07 97;4.6;contact@deleguetout.com
Hostim;hostim.fr;4.6;17.0;electronics_technology;LocalBusiness;FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e8ba6bc4af3020001a1c098/198x149.png;http://hostim.fr;;4.6;contact@hostim.fr
UBALDI.com;www.ubaldi.com;4.5;163053.0;electronics_technology;LocalBusiness;5ère Avenue - 17ème Rue Carros 06516 FR;https://s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/477447a700006400050209ed/198x149.png;http://www.ubaldi.com;825333333;4.5;e-media@ubaldi.com
